date,site_name,solar_generation_mw,wind_generation_mw,total_generation_mw,solar_revenue_inr,wind_revenue_inr,daily_revenue_inr,revenue_at_risk_inr,daily_revenue_lakhs,daily_revenue_crores
2021-07-21,Khavda Renewable Energy Park,79.6628179826006,73.50048587105624,153.16330385365683,358482.68,330752.19,689234.87,34461.74,6.89,0.07
2021-07-22,Khavda Renewable Energy Park,59.2242172222624,12.86277198216735,72.08698920442976,266508.98,57882.47,324391.45,16219.57,3.24,0.03
2021-07-23,Khavda Renewable Energy Park,66.56538457613661,5.97666721536351,72.54205179150011,299544.23,26895.0,326439.23,16321.96,3.26,0.03
2021-07-24,Khavda Renewable Energy Park,25.55096617656,5.915473148148149,31.466439324708148,114979.35,26619.63,141598.98,7079.95,1.42,0.01
2021-07-25,Khavda Renewable Energy Park,54.11618947144081,12.9654,67.08158947144081,243522.85,58344.3,301867.15,15093.36,3.02,0.03
2021-07-26,Khavda Renewable Energy Park,37.828869726824,47.56814159807956,85.39701132490356,170229.91,214056.64,384286.55,19214.33,3.84,0.04
2021-07-27,Khavda Renewable Energy Park,32.805635483852,57.76724746227712,90.57288294612913,147625.36,259952.61,407577.97,20378.9,4.08,0.04
2021-07-28,Khavda Renewable Energy Park,24.302144823,78.17643017832648,102.47857500132648,109359.65,351793.94,461153.59,23057.68,4.61,0.05
2021-07-29,Khavda Renewable Energy Park,31.005736364680004,91.47965963648834,122.48539600116834,139525.81,411658.47,551184.28,27559.21,5.51,0.06
2021-07-30,Khavda Renewable Energy Park,54.8533726743684,64.116251303155,118.96962397752338,246840.18,288523.13,535363.31,26768.17,5.35,0.05
2021-07-31,Khavda Renewable Energy Park,48.717019531488,77.49663895747597,126.21365848896396,219226.59,348734.88,567961.46,28398.07,5.68,0.06
2021-08-01,Khavda Renewable Energy Park,40.5936070406328,66.84209667352536,107.43570371415817,182671.23,300789.44,483460.67,24173.03,4.83,0.05
2021-08-02,Khavda Renewable Energy Park,33.335999833197604,33.948742352537735,67.28474218573534,150012.0,152769.34,302781.34,15139.07,3.03,0.03
2021-08-03,Khavda Renewable Energy Park,44.42501005731361,18.95319351851852,63.37820357583213,199912.55,85289.37,285201.92,14260.1,2.85,0.03
2021-08-04,Khavda Renewable Energy Park,59.265592828428815,14.349632956104251,73.61522578453307,266695.17,64573.35,331268.52,16563.43,3.31,0.03
2021-08-05,Khavda Renewable Energy Park,99.6085636061824,6.61197722908093,106.22054083526334,448238.54,29753.9,477992.43,4779.92,4.78,0.05
2021-08-06,Khavda Renewable Energy Park,65.39426746424002,3.4872252400548707,68.88149270429489,294274.2,15692.51,309966.72,15498.34,3.1,0.03
2021-08-07,Khavda Renewable Energy Park,92.49740032262402,2.287273525377229,94.78467384800123,416238.3,10292.73,426531.03,4265.31,4.27,0.04
2021-08-08,Khavda Renewable Energy Park,106.50566090164,2.3197935185185186,108.82545442015854,479275.47,10439.07,489714.54,4897.15,4.9,0.05
2021-08-09,Khavda Renewable Energy Park,81.10269578549602,3.7508573388203024,84.85355312431632,364962.13,16878.86,381840.99,3818.41,3.82,0.04
2021-08-10,Khavda Renewable Energy Park,100.48288155358198,5.734400000000001,106.21728155358198,452172.97,25804.8,477977.77,4779.78,4.78,0.05
2021-08-11,Khavda Renewable Energy Park,77.20851225463637,11.577496844993137,88.78600909962951,347438.31,52098.74,399537.04,3995.37,4.0,0.04
2021-08-12,Khavda Renewable Energy Park,66.91684103387801,7.940093518518519,74.85693455239654,301125.78,35730.42,336856.21,16842.81,3.37,0.03
2021-08-13,Khavda Renewable Energy Park,83.60436007,7.290785185185185,90.89514525518518,376219.62,32808.53,409028.15,4090.28,4.09,0.04
2021-08-14,Khavda Renewable Energy Park,109.8152818956336,18.55834814814815,128.37363004378173,494168.77,83512.57,577681.34,5776.81,5.78,0.06
2021-08-15,Khavda Renewable Energy Park,124.4759301956236,10.830799451303148,135.30672964692675,560141.69,48738.6,608880.28,6088.8,6.09,0.06
2021-08-16,Khavda Renewable Energy Park,104.3285136044536,1.3087253772290806,105.63723898168269,469478.31,5889.26,475367.58,4753.68,4.75,0.05
2021-08-17,Khavda Renewable Energy Park,123.832902111776,1.2865440672153634,125.11944617899135,557248.06,5789.45,563037.51,5630.38,5.63,0.06
2021-08-18,Khavda Renewable Energy Park,117.03457370721598,5.102110116598076,122.13668382381404,526655.58,22959.5,549615.08,5496.15,5.5,0.05
2021-08-19,Khavda Renewable Energy Park,132.32483995885437,9.269592043895743,141.59443200275012,595461.78,41713.16,637174.94,6371.75,6.37,0.06
2021-08-20,Khavda Renewable Energy Park,127.41264585160762,5.557060185185184,132.9697060367928,573356.91,25006.77,598363.68,5983.64,5.98,0.06
2021-08-21,Khavda Renewable Energy Park,72.64040207986322,2.3197935185185186,74.96019559838174,326881.81,10439.07,337320.88,16866.04,3.37,0.03
2021-08-22,Khavda Renewable Energy Park,52.59223763151601,2.129225000000001,54.721462631516005,236665.07,9581.51,246246.58,12312.33,2.46,0.02
2021-08-23,Khavda Renewable Energy Park,114.55090457136924,5.047051851851851,119.59795642322108,515479.07,22711.73,538190.8,5381.91,5.38,0.05
2021-08-24,Khavda Renewable Energy Park,107.09116704487958,14.68247215363512,121.7736391985147,481910.25,66071.12,547981.38,5479.81,5.48,0.05
2021-08-25,Khavda Renewable Energy Park,76.64760734030402,28.24221536351167,104.8898227038157,344914.23,127089.97,472004.2,4720.04,4.72,0.05
2021-08-26,Khavda Renewable Energy Park,67.63820152047201,29.292440054869683,96.9306415753417,304371.91,131815.98,436187.89,21809.39,4.36,0.04
2021-08-27,Khavda Renewable Energy Park,97.8588248301268,11.293592832647466,109.15241766277428,440364.71,50821.17,491185.88,4911.86,4.91,0.05
2021-08-28,Khavda Renewable Energy Park,114.34027034304158,2.3197935185185186,116.6600638615601,514531.22,10439.07,524970.29,5249.7,5.25,0.05
2021-08-29,Khavda Renewable Energy Park,94.699226401989,0.8597750000000005,95.559001401989,426146.52,3868.99,430015.51,4300.16,4.3,0.04
2021-08-30,Khavda Renewable Energy Park,64.93910307623199,0.0,64.93910307623199,292225.96,0.0,292225.96,14611.3,2.92,0.03
2021-08-31,Khavda Renewable Energy Park,56.0454170001,0.1323585733882029,56.177775573488205,252204.38,595.61,252799.99,12640.0,2.53,0.03
2021-09-01,Khavda Renewable Energy Park,40.9604419127376,0.0177851851851851,40.97822709792278,184321.99,80.03,184402.02,9220.1,1.84,0.02
2021-09-02,Khavda Renewable Energy Park,42.244317849558,0.0,42.244317849558,190099.43,0.0,190099.43,9504.97,1.9,0.02
2021-09-03,Khavda Renewable Energy Park,68.04912751939499,0.0,68.04912751939499,306221.07,0.0,306221.07,3062.21,3.06,0.03
2021-09-04,Khavda Renewable Energy Park,61.7912332182288,0.4045306241426615,62.195763842371456,278060.55,1820.39,279880.94,2798.81,2.8,0.03
2021-09-05,Khavda Renewable Energy Park,60.555702108,0.6587105624142665,61.21441267041426,272500.66,2964.2,275464.86,2754.65,2.75,0.03
2021-09-06,Khavda Renewable Energy Park,70.90831900266402,0.0,70.90831900266402,319087.44,0.0,319087.44,15954.37,3.19,0.03
2021-09-07,Khavda Renewable Energy Park,78.71950859595901,1.920438957476e-06,78.71951051639797,354237.79,0.01,354237.8,17711.89,3.54,0.04
2021-09-08,Khavda Renewable Energy Park,54.341692963778,0.0,54.341692963778,244537.62,0.0,244537.62,12226.88,2.45,0.02
2021-09-09,Khavda Renewable Energy Park,34.298783074094004,0.163590672153635,34.46237374624764,154344.52,736.16,155080.68,7754.03,1.55,0.02
2021-09-10,Khavda Renewable Energy Park,49.16026162077801,1.7257681412894366,50.88602976206744,221221.18,7765.96,228987.13,11449.36,2.29,0.02
2021-09-11,Khavda Renewable Energy Park,39.643482331701605,0.2547481481481478,39.89823047984975,178395.67,1146.37,179542.04,8977.1,1.8,0.02
2021-09-12,Khavda Renewable Energy Park,58.35592359872,0.6587105624142665,59.01463416113426,262601.66,2964.2,265565.85,13278.29,2.66,0.03
2021-09-13,Khavda Renewable Energy Park,52.81950833137441,0.2547481481481478,53.07425647952255,237687.79,1146.37,238834.15,11941.71,2.39,0.02
2021-09-14,Khavda Renewable Energy Park,60.369384682838,0.0,60.369384682838,271662.23,0.0,271662.23,13583.11,2.72,0.03
2021-09-15,Khavda Renewable Energy Park,84.245480731104,0.0,84.245480731104,379104.66,0.0,379104.66,18955.23,3.79,0.04
2021-09-16,Khavda Renewable Energy Park,129.6979160487472,1.5363511659808e-05,129.69793141225887,583640.62,0.07,583640.69,5836.41,5.84,0.06
2021-09-17,Khavda Renewable Energy Park,127.7704337317408,0.0493022290809327,127.81973596082176,574966.95,221.86,575188.81,5751.89,5.75,0.06
2021-09-18,Khavda Renewable Energy Park,64.66168075422001,0.1012731481481481,64.76295390236817,290977.56,455.73,291433.29,14571.66,2.91,0.03
2021-09-19,Khavda Renewable Energy Park,77.1586561695312,0.0282422153635116,77.1868983848947,347213.95,127.09,347341.04,17367.05,3.47,0.03
2021-09-20,Khavda Renewable Energy Park,106.456432210128,1.8353090192043888,108.2917412293324,479053.94,8258.89,487312.84,4873.13,4.87,0.05
2021-09-21,Khavda Renewable Energy Park,96.7688724690688,5.498769821673524,102.26764229074232,435459.93,24744.46,460204.39,4602.04,4.6,0.05
2021-09-22,Khavda Renewable Energy Park,75.0008672328696,1.1586990054869692,76.15956623835656,337503.9,5214.15,342718.05,3427.18,3.43,0.03
2021-09-23,Khavda Renewable Energy Park,42.052356480430994,0.1930898148148148,42.245446295245806,189235.6,868.9,190104.51,9505.23,1.9,0.02
2021-09-24,Khavda Renewable Energy Park,59.56181598813601,0.0,59.56181598813601,268028.17,0.0,268028.17,13401.41,2.68,0.03
2021-09-25,Khavda Renewable Energy Park,80.842883539132,0.0,80.842883539132,363792.98,0.0,363792.98,3637.93,3.64,0.04
2021-09-26,Khavda Renewable Energy Park,104.0248991471976,0.0,104.0248991471976,468112.05,0.0,468112.05,4681.12,4.68,0.05
2021-09-27,Khavda Renewable Energy Park,69.25001018443201,0.0022231481481481,69.25223333258016,311625.05,10.0,311635.05,15581.75,3.12,0.03
2021-09-28,Khavda Renewable Energy Park,81.27559507267199,0.0,81.27559507267199,365740.18,0.0,365740.18,18287.01,3.66,0.04
2021-09-29,Khavda Renewable Energy Park,57.35428794106001,0.1229080932784635,57.47719603433847,258094.3,553.09,258647.38,12932.37,2.59,0.03
2021-09-30,Khavda Renewable Energy Park,18.8197767870112,8.164800000000003,26.9845767870112,84689.0,36741.6,121430.6,6071.53,1.21,0.01
2021-10-01,Khavda Renewable Energy Park,107.9709406194804,0.2940775377229083,108.26501815720331,485869.23,1323.35,487192.58,4871.93,4.87,0.05
2021-10-02,Khavda Renewable Energy Park,137.1190666915564,0.0001229080932784,137.1191895996497,617035.8,0.55,617036.35,6170.36,6.17,0.06
2021-10-03,Khavda Renewable Energy Park,144.86033731785,0.1580768518518519,145.01841416970186,651871.52,711.35,652582.86,6525.83,6.53,0.07
2021-10-04,Khavda Renewable Energy Park,153.78669026406396,1.3087253772290806,155.09541564129304,692040.11,5889.26,697929.37,6979.29,6.98,0.07
2021-10-05,Khavda Renewable Energy Park,152.64804495504958,0.0629289437585734,152.71097389880816,686916.2,283.18,687199.38,6871.99,6.87,0.07
2021-10-06,Khavda Renewable Energy Park,130.8843799813176,0.0,130.8843799813176,588979.71,0.0,588979.71,5889.8,5.89,0.06
2021-10-07,Khavda Renewable Energy Park,105.03088636637524,0.0,105.03088636637524,472638.99,0.0,472638.99,4726.39,4.73,0.05
2021-10-08,Khavda Renewable Energy Park,93.5520868192152,0.0,93.5520868192152,420984.39,0.0,420984.39,4209.84,4.21,0.04
2021-10-09,Khavda Renewable Energy Park,107.04467628740164,0.1053783264746226,107.15005461387624,481701.04,474.2,482175.25,4821.75,4.82,0.05
2021-10-10,Khavda Renewable Energy Park,144.509692964186,0.042157475994513,144.55185044018052,650293.62,189.71,650483.33,6504.83,6.5,0.07
2021-10-11,Khavda Renewable Energy Park,152.63165940547802,0.0111999999999999,152.64285940547802,686842.47,50.4,686892.87,6868.93,6.87,0.07
2021-10-12,Khavda Renewable Energy Park,148.85876373931418,0.0,148.85876373931418,669864.44,0.0,669864.44,6698.64,6.7,0.07
2021-10-13,Khavda Renewable Energy Park,154.00091442021,0.0,154.00091442021,693004.11,0.0,693004.11,6930.04,6.93,0.07
2021-10-14,Khavda Renewable Energy Park,155.99354584000002,0.0,155.99354584000002,701970.96,0.0,701970.96,7019.71,7.02,0.07
2021-10-15,Khavda Renewable Energy Park,150.76151134044002,0.0,150.76151134044002,678426.8,0.0,678426.8,6784.27,6.78,0.07
2021-10-16,Khavda Renewable Energy Park,155.40357048788,0.0,155.40357048788,699316.07,0.0,699316.07,6993.16,6.99,0.07
2021-10-17,Khavda Renewable Energy Park,149.7087778728256,0.033753635116598,149.7425315079422,673689.5,151.89,673841.39,6738.41,6.74,0.07
2021-10-18,Khavda Renewable Energy Park,156.31124079999998,0.4359031550068585,156.74714395500683,703400.58,1961.56,705362.15,7053.62,7.05,0.07
2021-10-19,Khavda Renewable Energy Park,149.9138859138008,0.0190860425240055,149.93297195632482,674612.49,85.89,674698.37,6746.98,6.75,0.07
2021-10-20,Khavda Renewable Energy Park,141.581807865344,0.0823388203017833,141.66414668564576,637118.14,370.52,637488.66,6374.89,6.37,0.06
2021-10-21,Khavda Renewable Energy Park,145.55004449779202,0.2190915980795612,145.76913609587157,654975.2,985.91,655961.11,6559.61,6.56,0.07
2021-10-22,Khavda Renewable Energy Park,137.59993082,1.4471871056241432,139.04711792562415,619199.69,6512.34,625712.03,6257.12,6.26,0.06
2021-10-23,Khavda Renewable Energy Park,115.713634031468,2.2231481481481463,117.93678217961616,520711.35,10004.17,530715.52,5307.16,5.31,0.05
2021-10-24,Khavda Renewable Energy Park,121.2543590831496,0.0102923525377229,121.26465143568733,545644.62,46.32,545690.93,5456.91,5.46,0.05
2021-10-25,Khavda Renewable Energy Park,124.12532158884,0.0,124.12532158884,558563.95,0.0,558563.95,5585.64,5.59,0.06
2021-10-26,Khavda Renewable Energy Park,137.64478774217602,0.0,137.64478774217602,619401.54,0.0,619401.54,6194.02,6.19,0.06
2021-10-27,Khavda Renewable Energy Park,136.7535802140816,0.0,136.7535802140816,615391.11,0.0,615391.11,6153.91,6.15,0.06
2021-10-28,Khavda Renewable Energy Park,138.2595646728912,0.0,138.2595646728912,622168.04,0.0,622168.04,6221.68,6.22,0.06
2021-10-29,Khavda Renewable Energy Park,131.20429901779198,0.0,131.20429901779198,590419.35,0.0,590419.35,5904.19,5.9,0.06
2021-10-30,Khavda Renewable Energy Park,143.1633562775064,0.0,143.1633562775064,644235.1,0.0,644235.1,6442.35,6.44,0.06
2021-10-31,Khavda Renewable Energy Park,141.4368331971408,0.0,141.4368331971408,636465.75,0.0,636465.75,6364.66,6.36,0.06
2021-11-01,Khavda Renewable Energy Park,142.69379894,0.0,142.69379894,642122.1,0.0,642122.1,6421.22,6.42,0.06
2021-11-02,Khavda Renewable Energy Park,135.4660934825,0.0,135.4660934825,609597.42,0.0,609597.42,6095.97,6.1,0.06
2021-11-03,Khavda Renewable Energy Park,131.1595501442688,0.0,131.1595501442688,590217.98,0.0,590217.98,5902.18,5.9,0.06
2021-11-04,Khavda Renewable Energy Park,126.32638975000002,0.0,126.32638975000002,568468.75,0.0,568468.75,5684.69,5.68,0.06
2021-11-05,Khavda Renewable Energy Park,82.1828331478,0.0,82.1828331478,369822.75,0.0,369822.75,3698.23,3.7,0.04
2021-11-06,Khavda Renewable Energy Park,82.10777671828163,0.0,82.10777671828163,369485.0,0.0,369485.0,3694.85,3.69,0.04
2021-11-07,Khavda Renewable Energy Park,109.32183387756402,0.0,109.32183387756402,491948.25,0.0,491948.25,4919.48,4.92,0.05
2021-11-08,Khavda Renewable Energy Park,103.0504823447484,0.0,103.0504823447484,463727.17,0.0,463727.17,4637.27,4.64,0.05
2021-11-09,Khavda Renewable Energy Park,118.5980246682308,0.0,118.5980246682308,533691.11,0.0,533691.11,5336.91,5.34,0.05
2021-11-10,Khavda Renewable Energy Park,117.3645303360134,0.0,117.3645303360134,528140.39,0.0,528140.39,5281.4,5.28,0.05
2021-11-11,Khavda Renewable Energy Park,125.96612265545,0.0,125.96612265545,566847.55,0.0,566847.55,5668.48,5.67,0.06
2021-11-12,Khavda Renewable Energy Park,124.49442720000002,0.0,124.49442720000002,560224.92,0.0,560224.92,5602.25,5.6,0.06
2021-11-13,Khavda Renewable Energy Park,118.766435425,0.0,118.766435425,534448.96,0.0,534448.96,5344.49,5.34,0.05
2021-11-14,Khavda Renewable Energy Park,110.19383573,0.0,110.19383573,495872.26,0.0,495872.26,4958.72,4.96,0.05
2021-11-15,Khavda Renewable Energy Park,103.59848543,0.0,103.59848543,466193.18,0.0,466193.18,4661.93,4.66,0.05
2021-11-16,Khavda Renewable Energy Park,108.60338918,0.0071514746227709,108.61054065462278,488715.25,32.18,488747.43,4887.47,4.89,0.05
2021-11-17,Khavda Renewable Energy Park,76.328524085,0.0014,76.329924085,343478.36,6.3,343484.66,3434.85,3.43,0.03
2021-11-18,Khavda Renewable Energy Park,36.382563360000006,0.0,36.382563360000006,163721.54,0.0,163721.54,8186.08,1.64,0.02
2021-11-19,Khavda Renewable Energy Park,27.869047250000005,0.0,27.869047250000005,125410.71,0.0,125410.71,6270.54,1.25,0.01
2021-11-20,Khavda Renewable Energy Park,55.616606870000005,0.0,55.616606870000005,250274.73,0.0,250274.73,2502.75,2.5,0.03
2021-11-21,Khavda Renewable Energy Park,97.05019730954682,0.004725,97.0549223095468,436725.89,21.26,436747.15,4367.47,4.37,0.04
2021-11-22,Khavda Renewable Energy Park,113.73951193000002,0.0493022290809327,113.78881415908096,511827.8,221.86,512049.66,5120.5,5.12,0.05
2021-11-23,Khavda Renewable Energy Park,117.56286817,0.0,117.56286817,529032.91,0.0,529032.91,5290.33,5.29,0.05
2021-11-24,Khavda Renewable Energy Park,123.78288208,0.0,123.78288208,557022.97,0.0,557022.97,5570.23,5.57,0.06
2021-11-25,Khavda Renewable Energy Park,114.32969020000002,0.0,114.32969020000002,514483.61,0.0,514483.61,5144.84,5.14,0.05
2021-11-26,Khavda Renewable Energy Park,122.131169875,0.0,122.131169875,549590.26,0.0,549590.26,5495.9,5.5,0.05
2021-11-27,Khavda Renewable Energy Park,109.113607955,0.0,109.113607955,491011.24,0.0,491011.24,4910.11,4.91,0.05
2021-11-28,Khavda Renewable Energy Park,114.08657293,0.0,114.08657293,513389.58,0.0,513389.58,5133.9,5.13,0.05
2021-11-29,Khavda Renewable Energy Park,77.98876800000001,0.0,77.98876800000001,350949.46,0.0,350949.46,3509.49,3.51,0.04
2021-11-30,Khavda Renewable Energy Park,76.29233711,0.0004148148148148,76.29275192481482,343315.52,1.87,343317.38,3433.17,3.43,0.03
2021-12-01,Khavda Renewable Energy Park,23.339096660000003,0.0,23.339096660000003,105025.93,0.0,105025.93,5251.3,1.05,0.01
2021-12-02,Khavda Renewable Energy Park,88.04293992999999,0.0,88.04293992999999,396193.23,0.0,396193.23,3961.93,3.96,0.04
2021-12-03,Khavda Renewable Energy Park,115.79476546,0.0,115.79476546,521076.44,0.0,521076.44,5210.76,5.21,0.05
2021-12-04,Khavda Renewable Energy Park,111.29313426,0.0,111.29313426,500819.1,0.0,500819.1,5008.19,5.01,0.05
2021-12-05,Khavda Renewable Energy Park,104.069201665,2.40054869684484e-07,104.06920190505488,468311.41,0.0,468311.41,4683.11,4.68,0.05
2021-12-06,Khavda Renewable Energy Park,104.259551275,0.0318435185185184,104.29139479351852,469167.98,143.3,469311.28,4693.11,4.69,0.05
2021-12-07,Khavda Renewable Energy Park,90.4685089,0.004725,90.47323389999998,407108.29,21.26,407129.55,4071.3,4.07,0.04
2021-12-08,Khavda Renewable Energy Park,101.226997025,0.0,101.226997025,455521.49,0.0,455521.49,4555.21,4.56,0.05
2021-12-09,Khavda Renewable Energy Park,109.65564907,0.0204488340192043,109.6760979040192,493450.42,92.02,493542.44,4935.42,4.94,0.05
2021-12-10,Khavda Renewable Energy Park,101.31111254,0.1095929698216734,101.42070550982169,455900.01,493.17,456393.17,4563.93,4.56,0.05
2021-12-11,Khavda Renewable Energy Park,100.07289941,0.0,100.07289941,450328.05,0.0,450328.05,4503.28,4.5,0.05
2021-12-12,Khavda Renewable Energy Park,87.01231055000001,0.0,87.01231055000001,391555.4,0.0,391555.4,3915.55,3.92,0.04
2021-12-13,Khavda Renewable Energy Park,89.07321412,0.0,89.07321412,400829.46,0.0,400829.46,4008.29,4.01,0.04
2021-12-14,Khavda Renewable Energy Park,98.757935485,0.457694375857339,99.21562986085732,444410.71,2059.62,446470.33,4464.7,4.46,0.04
2021-12-15,Khavda Renewable Energy Park,101.35409273,0.0572117969821673,101.41130452698218,456093.42,257.45,456350.87,4563.51,4.56,0.05
2021-12-16,Khavda Renewable Energy Park,97.69447798000002,0.1692312414266118,97.86370922142665,439625.15,761.54,440386.69,4403.87,4.4,0.04
2021-12-17,Khavda Renewable Energy Park,92.48979360500002,0.9113481481481474,93.40114175314817,416204.07,4101.07,420305.14,4203.05,4.2,0.04
2021-12-18,Khavda Renewable Energy Park,94.02702056,0.2623144375857341,94.28933499758573,423121.59,1180.41,424302.01,4243.02,4.24,0.04
2021-12-19,Khavda Renewable Energy Park,86.26707221000001,2.40054869684484e-07,86.26707245005488,388201.82,0.0,388201.83,3882.02,3.88,0.04
2021-12-20,Khavda Renewable Energy Park,84.09299315999999,0.0,84.09299315999999,378418.47,0.0,378418.47,3784.18,3.78,0.04
2021-12-21,Khavda Renewable Energy Park,93.51921601,0.0,93.51921601,420836.47,0.0,420836.47,4208.36,4.21,0.04
2021-12-22,Khavda Renewable Energy Park,100.97496222,1.920438957476e-06,100.97496414043896,454387.33,0.01,454387.34,4543.87,4.54,0.05
2021-12-23,Khavda Renewable Energy Park,91.49399831,0.0029207475994513,91.49691905759944,411722.99,13.14,411736.14,4117.36,4.12,0.04
2021-12-24,Khavda Renewable Energy Park,71.22547266999999,0.0,71.22547266999999,320514.63,0.0,320514.63,3205.15,3.21,0.03
2021-12-25,Khavda Renewable Energy Park,91.186914775,0.0,91.186914775,410341.12,0.0,410341.12,4103.41,4.1,0.04
2021-12-26,Khavda Renewable Energy Park,73.28525160000001,0.0,73.28525160000001,329783.63,0.0,329783.63,3297.84,3.3,0.03
2021-12-27,Khavda Renewable Energy Park,50.659817285,0.0,50.659817285,227969.18,0.0,227969.18,2279.69,2.28,0.02
2021-12-28,Khavda Renewable Energy Park,52.558395175,0.457694375857339,53.01608955085734,236512.78,2059.62,238572.4,2385.72,2.39,0.02
2021-12-29,Khavda Renewable Energy Park,95.976309,0.0071514746227709,95.98346047462276,431893.39,32.18,431925.57,4319.26,4.32,0.04
2021-12-30,Khavda Renewable Energy Park,105.4342399,0.3556518518518515,105.78989175185184,474454.08,1600.43,476054.51,4760.55,4.76,0.05
2021-12-31,Khavda Renewable Energy Park,89.1299288,0.4467101851851855,89.57663898518518,401084.68,2010.2,403094.88,4030.95,4.03,0.04
2022-01-01,Khavda Renewable Energy Park,84.18863376,0.0078661179698216,84.19649987796983,378848.85,35.4,378884.25,3788.84,3.79,0.04
2022-01-02,Khavda Renewable Energy Park,98.19048954000002,0.0,98.19048954000002,441857.2,0.0,441857.2,4418.57,4.42,0.04
2022-01-03,Khavda Renewable Energy Park,68.70068276500001,0.0,68.70068276500001,309153.07,0.0,309153.07,3091.53,3.09,0.03
