date,site_name,solar_generation_mw,wind_generation_mw,total_generation_mw,ghi_w_m2,effective_irradiance,cloud_factor,cell_temperature_c,temperature_factor,performance_ratio,capacity_factor,solar_zenith,solar_elevation,solar_azimuth,air_mass,clear_sky_irradiance_kwh_m2_day,poa_irradiance_w_m2
2021-08-14,Khavda Renewable Energy Park,30.67037084754539,18.55834814814815,49.22871899569354,717.45,2.9599117200000005,0.5157,52.2403125,0.89103875,0.82,0.032819145997129026,45.0,45.0,180.0,1.5,5.7396,717.45
2021-08-15,Khavda Renewable Energy Park,53.874825241644,10.830799451303148,64.70562469294714,711.8375,3.90998102,0.6866,52.514921875,0.8899403125,0.82,0.043137083128631425,45.0,45.0,180.0,1.5,5.6947,711.8375
2021-08-16,Khavda Renewable Energy Park,33.066617379552774,1.3087253772290806,34.375342756781855,661.025,2.9439409399999996,0.5567,51.31703125,0.894731875,0.82,0.022916895171187904,45.0,45.0,180.0,1.5,5.2882,661.025
2021-08-17,Khavda Renewable Energy Park,39.66605190594611,1.2865440672153634,40.95259597316148,778.625,3.5293514,0.5666,55.092031250000005,0.879631875,0.82,0.02730173064877432,45.0,45.0,180.0,1.5,6.229,778.625
2021-08-18,Khavda Renewable Energy Park,34.53320246857306,5.102110116598076,39.635312585171135,754.1999999999999,3.23461296,0.5361,54.21875,0.8831249999999999,0.82,0.026423541723447425,45.0,45.0,180.0,1.5,6.0336,754.1999999999999
2021-08-19,Khavda Renewable Energy Park,45.82698157889207,9.269592043895745,55.096573622787815,809.6999999999999,3.87230928,0.5978,55.52312499999999,0.8779075000000001,0.82,0.03673104908185854,45.0,45.0,180.0,1.5,6.4776,809.6999999999999
2021-08-20,Khavda Renewable Energy Park,42.41694966551366,5.557060185185184,47.97400985069885,791.6375,3.68396427,0.5817,55.558671875,0.8777653125,0.82,0.03198267323379923,45.0,45.0,180.0,1.5,6.3331,791.6375
2021-08-21,Khavda Renewable Energy Park,3.0262467849340937,2.3197935185185186,5.346040303452613,673.35,0.8979795600000003,0.16670000000000007,50.872187499999995,0.89651125,0.82,0.0035640268689684086,45.0,45.0,180.0,1.5,5.3868,673.35
2021-08-22,Khavda Renewable Energy Park,1.3672041198494789,2.129225000000001,3.4964291198494797,512.25,0.5208558,0.1271,46.0378125,0.91584875,0.82,0.00233095274656632,45.0,45.0,180.0,1.5,4.098,512.25
2021-08-23,Khavda Renewable Energy Park,33.35700640293583,5.047051851851851,38.404058254787685,742.8875,3.15638041,0.5311,54.395234375,0.8824190625,0.82,0.02560270550319179,45.0,45.0,180.0,1.5,5.9431,742.8875
2021-08-24,Khavda Renewable Energy Park,23.01510742621897,14.682472153635121,37.69757957985409,752.7875,2.64138078,0.4386,54.754609375,0.8809815625,0.82,0.025131719719902728,45.0,45.0,180.0,1.5,6.0223,752.7875
2021-08-25,Khavda Renewable Energy Park,10.928092259512011,28.24221536351167,39.17030762302368,592.2875,1.59443795,0.3365,49.188984375000004,0.9032440625,0.82,0.026113538415349122,45.0,45.0,180.0,1.5,4.7383,592.2875
2021-08-26,Khavda Renewable Energy Park,3.0893737319821883,29.292440054869683,32.38181378685187,622.775,0.8708885600000003,0.17480000000000007,50.01171875,0.899953125,0.82,0.02158787585790125,45.0,45.0,180.0,1.5,4.9822,622.775
2021-08-27,Khavda Renewable Energy Park,23.557059893985873,11.293592832647466,34.85065272663334,669.2125,2.5023193800000003,0.46740000000000004,51.702890624999995,0.8931884375,0.82,0.023233768484422226,45.0,45.0,180.0,1.5,5.3537,669.2125
2021-08-28,Khavda Renewable Energy Park,43.96481515972949,2.3197935185185186,46.284608678248006,681.925,3.45272266,0.6329,51.95015625,0.892199375,0.82,0.03085640578549867,45.0,45.0,180.0,1.5,5.4554,681.925
2021-08-29,Khavda Renewable Energy Park,26.73397895099339,0.8597750000000005,27.59375395099339,621.0625,2.55828065,0.5149,49.998203125,0.9000071875,0.82,0.018395835967328925,45.0,45.0,180.0,1.5,4.9685,621.0625
2021-08-30,Khavda Renewable Energy Park,4.962184200842577,0.0,4.962184200842577,558.8125,1.0402853499999998,0.2326999999999999,47.742890625,0.9090284375,0.82,0.0033081228005617178,45.0,45.0,180.0,1.5,4.4705,558.8125
2021-08-31,Khavda Renewable Energy Park,1.4576895147893962,0.1323585733882029,1.5900480881775991,548.25,0.5592149999999998,0.12749999999999995,48.3428125,0.90662875,0.82,0.001060032058785066,45.0,45.0,180.0,1.5,4.386,548.25
2021-09-01,Khavda Renewable Energy Park,0.009574840475402694,0.017785185185185178,0.027360025660587872,465.3,0.04131864,0.011099999999999999,43.550625000000004,0.9257974999999999,0.82,1.8240017107058583e-05,45.0,45.0,180.0,1.5,3.7224,465.3
2021-09-02,Khavda Renewable Energy Park,0.31546327716634043,0.0,0.31546327716634043,444.72499999999997,0.23161278000000016,0.06510000000000005,43.047656249999996,0.927809375,0.82,0.00021030885144422695,45.0,45.0,180.0,1.5,3.5578,444.72499999999997
2021-09-03,Khavda Renewable Energy Park,10.335535368785784,0.0,10.335535368785784,520.5875,1.44723325,0.34750000000000003,47.158359375,0.9113665625,0.82,0.006890356912523856,45.0,45.0,180.0,1.5,4.1647,520.5875
2021-09-04,Khavda Renewable Energy Park,8.546725805576852,0.40453062414266155,8.951256429719514,481.04999999999995,1.2599661599999996,0.3273999999999999,45.3028125,0.91878875,0.82,0.005967504286479676,45.0,45.0,180.0,1.5,3.8484,481.04999999999995
2021-09-05,Khavda Renewable Energy Park,9.386046586166247,0.6587105624142665,10.044757148580514,460.5,1.2893999999999999,0.35,44.420625,0.9223175,0.82,0.006696504765720343,45.0,45.0,180.0,1.5,3.684,460.5
2021-09-06,Khavda Renewable Energy Park,5.212940789119768,0.0,5.212940789119768,613.625,1.1221974000000001,0.22860000000000003,49.71578125,0.901136875,0.82,0.003475293859413179,45.0,45.0,180.0,1.5,4.909,613.625
2021-09-07,Khavda Renewable Energy Park,5.326800248053775,1.920438957476e-06,5.3268021684927325,687.8375,1.2067421100000002,0.21930000000000005,51.844921875,0.8926203125000001,0.82,0.0035512014456618216,45.0,45.0,180.0,1.5,5.5027,687.8375
2021-09-08,Khavda Renewable Energy Park,0.08802117887591962,0.0,0.08802117887591962,601.625,0.14390869999999964,0.029899999999999927,48.21078125,0.907156875,0.82,5.868078591727975e-05,45.0,45.0,180.0,1.5,4.813,601.625
2021-09-09,Khavda Renewable Energy Park,0.002795187402737916,0.16359067215363507,0.16638585955637297,392.575,0.020413900000000193,0.006500000000000061,41.45796875,0.934168125,0.82,0.00011092390637091531,45.0,45.0,180.0,1.5,3.1406,392.575
2021-09-10,Khavda Renewable Energy Park,1.014405946518589,1.7257681412894366,2.7401740878080254,483.96250000000003,0.43324323000000003,0.1119,43.023828125,0.9279046875,0.82,0.0018267827252053503,45.0,45.0,180.0,1.5,3.8717,483.96250000000003
2021-09-11,Khavda Renewable Energy Park,0.27648978193482354,0.25474814814814783,0.5312379300829714,418.65000000000003,0.20999483999999993,0.06269999999999998,42.1928125,0.93122875,0.82,0.00035415862005531426,45.0,45.0,180.0,1.5,3.3492,418.65000000000003
2021-09-12,Khavda Renewable Energy Park,1.6963973027363823,0.6587105624142665,2.3551078651506487,563.125,0.6108780000000003,0.13560000000000005,47.95765625,0.908169375,0.82,0.0015700719101004324,45.0,45.0,180.0,1.5,4.505,563.125
2021-09-13,Khavda Renewable Energy Park,0.5126342591262741,0.25474814814814783,0.767382407274422,552.3875,0.33275823000000015,0.07530000000000003,48.182109375,0.9072715625,0.82,0.0005115882715162813,45.0,45.0,180.0,1.5,4.4191,552.3875
2021-09-14,Khavda Renewable Energy Park,2.1128421669635236,0.0,2.1128421669635236,570.8125,0.6858882999999999,0.1502,47.627890625,0.9094884375,0.82,0.001408561444642349,45.0,45.0,180.0,1.5,4.5665,570.8125
2021-09-15,Khavda Renewable Energy Park,8.427375682403957,0.0,8.427375682403957,690.875,1.5193722999999997,0.2748999999999999,51.30984375,0.894760625,0.82,0.005618250454935972,45.0,45.0,180.0,1.5,5.527,690.875
2021-09-16,Khavda Renewable Energy Park,59.130404517777215,1.5363511659808e-05,59.13041988128887,728.0124999999999,4.14734161,0.7121,53.030390624999995,0.8878784375000001,0.82,0.039420279920859246,45.0,45.0,180.0,1.5,5.8241,728.0124999999999
2021-09-17,Khavda Renewable Energy Park,47.31625915301172,0.049302229080932736,47.36556138209265,768.5125,3.8265774400000008,0.6224000000000001,54.746015625,0.8810159375,0.82,0.0315770409213951,45.0,45.0,180.0,1.5,6.1481,768.5125
2021-09-18,Khavda Renewable Energy Park,2.576704415181786,0.10127314814814813,2.677977563329934,604.5875000000001,0.7825780600000003,0.16180000000000005,49.393359375,0.9024265625,0.82,0.0017853183755532894,45.0,45.0,180.0,1.5,4.8367,604.5875000000001
2021-09-19,Khavda Renewable Energy Park,6.962873534089841,0.028242215363511694,6.9911157494533525,644.55,1.32983556,0.2579,49.9221875,0.90031125,0.82,0.0046607438329689015,45.0,45.0,180.0,1.5,5.1564,644.55
2021-09-20,Khavda Renewable Energy Park,31.01325773042475,1.8353090192043886,32.84856674962914,687.75,2.9072568,0.5284,51.1821875,0.89527125,0.82,0.021899044499752763,45.0,45.0,180.0,1.5,5.502,687.75
2021-09-21,Khavda Renewable Energy Park,24.109739057231433,5.498769821673524,29.608508878904956,653.825,2.4944731399999998,0.4769,50.312031250000004,0.898751875,0.82,0.01973900591926997,45.0,45.0,180.0,1.5,5.2306,653.825
2021-09-22,Khavda Renewable Energy Park,15.152426471737126,1.1586990054869692,16.311125477224095,535.975,1.7755779799999996,0.4140999999999999,46.52921875,0.913883125,0.82,0.01087408365148273,45.0,45.0,180.0,1.5,4.2878,535.975
2021-09-23,Khavda Renewable Energy Park,1.605245654258862,0.19308981481481488,1.7983354690736768,394.8625,0.4912089499999999,0.15549999999999997,42.009453125,0.9319621875,0.82,0.0011988903127157845,45.0,45.0,180.0,1.5,3.1589,394.8625
2021-09-24,Khavda Renewable Energy Park,3.1240179562555412,0.0,3.1240179562555412,537.775,0.8070927200000004,0.1876000000000001,46.25546875,0.914978125,0.82,0.002082678637503694,45.0,45.0,180.0,1.5,4.3022,537.775
2021-09-25,Khavda Renewable Energy Park,11.86235137968079,0.0,11.86235137968079,617.525,1.6944886,0.34299999999999997,48.727656249999995,0.905089375,0.82,0.007908234253120526,45.0,45.0,180.0,1.5,4.9402,617.525
2021-09-26,Khavda Renewable Energy Park,25.5140505822528,0.0,25.5140505822528,704.3375,2.6725382099999995,0.47429999999999994,51.850546875,0.8925978125,0.82,0.0170093670548352,45.0,45.0,180.0,1.5,5.6347,704.3375
2021-09-27,Khavda Renewable Energy Park,3.987945595741566,0.0022231481481481473,3.9901687438897144,618.45,0.9845724000000005,0.19900000000000007,49.346562500000005,0.90261375,0.82,0.002660112495926476,45.0,45.0,180.0,1.5,4.9476,618.45
2021-09-28,Khavda Renewable Energy Park,14.433965222965487,0.0,14.433965222965487,597.025,1.8364489000000004,0.38450000000000006,48.37703125,0.906491875,0.82,0.009622643481976991,45.0,45.0,180.0,1.5,4.7762,597.025
2021-09-29,Khavda Renewable Energy Park,0.9635164060855054,0.12290809327846354,1.086424499363969,575.9375,0.46489674999999997,0.10089999999999999,47.278046875,0.9108878125,0.82,0.0007242829995759793,45.0,45.0,180.0,1.5,4.6075,575.9375
2021-09-30,Khavda Renewable Energy Park,0.002200357689493602,8.164800000000003,8.167000357689497,213.5375,0.013153909999999878,0.007699999999999929,34.153046875,0.9633878124999999,0.82,0.0054446669051263314,45.0,45.0,180.0,1.5,1.7083,213.5375
2021-10-01,Khavda Renewable Energy Park,29.76047183550396,0.29407753772290834,30.05454937322687,704.4625,2.8775884199999995,0.5105999999999999,50.444453124999995,0.8982221875,0.82,0.020036366248817914,45.0,45.0,180.0,1.5,5.6357,704.4625
2021-10-02,Khavda Renewable Energy Park,67.52079351540779,0.000122908093278464,67.52091642350106,742.925,4.46289906,0.7509,51.62640625,0.893494375,0.82,0.045013944282334045,45.0,45.0,180.0,1.5,5.9434,742.925
2021-10-03,Khavda Renewable Energy Park,85.23786582450917,0.1580768518518519,85.39594267636102,734.125,4.9797167,0.8479,51.19140625,0.895234375,0.82,0.05693062845090734,45.0,45.0,180.0,1.5,5.873,734.125
2021-10-04,Khavda Renewable Energy Park,102.87381436313417,1.3087253772290806,104.18253974036325,739.8249999999999,5.492460799999999,0.9279999999999999,51.23953125,0.895041875,0.82,0.0694550264935755,45.0,45.0,180.0,1.5,5.9186,739.8249999999999
2021-10-05,Khavda Renewable Energy Park,96.2858355427333,0.06292894375857343,96.34876448649187,751.05,5.35588776,0.8914,51.4103125,0.89435875,0.82,0.06423250965766125,45.0,45.0,180.0,1.5,6.0084,751.05
2021-10-06,Khavda Renewable Energy Park,56.2590892596736,0.0,56.2590892596736,744.2125000000001,4.079475240000001,0.6852,51.866640625,0.8925334375,0.82,0.037506059506449065,45.0,45.0,180.0,1.5,5.9537,744.2125000000001
2021-10-07,Khavda Renewable Energy Park,27.777314833862263,0.0,27.777314833862263,697.4125,2.7740279599999997,0.4972,51.724140625000004,0.8931034375,0.82,0.018518209889241508,45.0,45.0,180.0,1.5,5.5793,697.4125
2021-10-08,Khavda Renewable Energy Park,16.962376741799513,0.0,16.962376741799513,682.9499999999999,2.1433702799999996,0.3923,51.3521875,0.89459125,0.82,0.011308251161199675,45.0,45.0,180.0,1.5,5.4636,682.9499999999999
2021-10-09,Khavda Renewable Energy Park,36.742957760665476,0.10537832647462267,36.8483360871401,657.9000000000001,3.0837088800000005,0.5859000000000001,49.53937500000001,0.9018425,0.82,0.024565557391426733,45.0,45.0,180.0,1.5,5.2632,657.9000000000001
2021-10-10,Khavda Renewable Energy Park,94.96326750577065,0.042157475994513034,95.00542498176516,701.075,5.12009094,0.9129,49.75859375,0.900965625,0.82,0.06333694998784344,45.0,45.0,180.0,1.5,5.6086,701.075
2021-10-11,Khavda Renewable Energy Park,106.33607612068353,0.01119999999999999,106.34727612068353,720.5125,5.4931873,0.953,49.806015625,0.9007759375,0.82,0.07089818408045569,45.0,45.0,180.0,1.5,5.7641,720.5125
2021-10-12,Khavda Renewable Energy Park,99.75237013597817,0.0,99.75237013597817,715.8875,5.3084489900000005,0.9269000000000001,50.241484375,0.8990340625,0.82,0.06650158009065212,45.0,45.0,180.0,1.5,5.7271,715.8875
2021-10-13,Khavda Renewable Energy Park,108.32450482122566,0.0,108.32450482122566,727.325,5.5887653,0.9605,51.278906250000006,0.894884375,0.82,0.07221633654748377,45.0,45.0,180.0,1.5,5.8186,727.325
2021-10-14,Khavda Renewable Energy Park,106.89268795201696,0.0,106.89268795201696,741.875,5.602639999999999,0.944,50.93359375,0.896265625,0.82,0.0712617919680113,45.0,45.0,180.0,1.5,5.935,741.875
2021-10-15,Khavda Renewable Energy Park,98.2938575718806,0.0,98.2938575718806,728.975,5.306938000000001,0.91,49.350468750000005,0.9025981249999999,0.82,0.06552923838125373,45.0,45.0,180.0,1.5,5.8318,728.975
2021-10-16,Khavda Renewable Energy Park,108.23980660573486,0.0,108.23980660573486,728.975,5.558871760000001,0.9532,48.53046875,0.905878125,0.82,0.0721598710704899,45.0,45.0,180.0,1.5,5.8318,728.975
2021-10-17,Khavda Renewable Energy Park,101.75028829310942,0.03375363511659809,101.78404192822602,710.6375,5.31670552,0.9352,48.127421875,0.9074903125,0.82,0.06785602795215068,45.0,45.0,180.0,1.5,5.6851,710.6375
2021-10-18,Khavda Renewable Energy Park,108.78253023710108,0.4359031550068585,109.21843339210794,731.5749999999999,5.5716752,0.952,47.63171875,0.909473125,0.82,0.07281228892807196,45.0,45.0,180.0,1.5,5.8526,731.5749999999999
2021-10-19,Khavda Renewable Energy Park,100.64774964585973,0.019086042524005507,100.66683568838374,713.7624999999999,5.29497573,0.9273,47.745078125,0.9090196875000001,0.82,0.06711122379225583,45.0,45.0,180.0,1.5,5.7101,713.7624999999999
2021-10-20,Khavda Renewable Energy Park,84.39405617206889,0.08233882030178331,84.47639499237067,707.9375,4.8298328,0.8528,47.843046875,0.9086278125,0.82,0.05631759666158045,45.0,45.0,180.0,1.5,5.6635,707.9375
2021-10-21,Khavda Renewable Energy Park,90.73726611793414,0.2190915980795612,90.9563577160137,713.4000000000001,5.02347744,0.8802,47.493750000000006,0.910025,0.82,0.0606375718106758,45.0,45.0,180.0,1.5,5.7072,713.4000000000001
2021-10-22,Khavda Renewable Energy Park,82.4338702508997,1.4471871056241432,83.88105735652384,685.775,4.68192308,0.8533999999999999,46.27046875,0.914918125,0.82,0.05592070490434923,45.0,45.0,180.0,1.5,5.4862,685.775
2021-10-23,Khavda Renewable Energy Park,64.36600545821021,2.2231481481481463,66.58915360635835,598.5625,3.8533059499999998,0.8047,44.865078125,0.9205396875,0.82,0.044392769070905565,45.0,45.0,180.0,1.5,4.7885,598.5625
2021-10-24,Khavda Renewable Energy Park,78.9687193485229,0.010292352537722914,78.97901170106061,589.9250000000001,4.23377374,0.8971,44.49515625,0.922019375,0.82,0.05265267446737374,45.0,45.0,180.0,1.5,4.7194,589.9250000000001
2021-10-25,Khavda Renewable Energy Park,78.24246069242581,0.0,78.24246069242581,610.5,4.2905940000000005,0.8785000000000001,44.868125,0.9205274999999999,0.82,0.052161640461617205,45.0,45.0,180.0,1.5,4.884,610.5
2021-10-26,Khavda Renewable Energy Park,98.83398246604476,0.0,98.83398246604476,642.3875,4.9643706,0.966,46.514609375000006,0.9139415625,0.82,0.06588932164402984,45.0,45.0,180.0,1.5,5.1391,642.3875
2021-10-27,Khavda Renewable Energy Park,98.25459983647376,0.0,98.25459983647376,637.025,4.92190996,0.9658,45.84703125,0.916611875,0.82,0.06550306655764918,45.0,45.0,180.0,1.5,5.0962,637.025
