date,solar_generation_mw,wind_generation_mw,total_generation_mw,dam_price_rs_mwh,dam_price_rs_kwh,rtm_price_rs_mwh,rtm_price_rs_kwh,revenue_inr,solar_revenue_inr,wind_revenue_inr,revenue_lakhs,revenue_crores,month,year
2021-07-26,0.0296285432566619,47.56814159807956,47.59777014133623,4680.13,4.68,5169.32,5.17,222763.75,138.67,222625.09,2.2276,0.022276,2021-07,2021
2021-07-27,0.0018521499175947,57.76724746227712,57.76909961219472,3796.59,3.8,4045.97,4.05,219325.59,7.03,219318.55,2.1933,0.021933,2021-07,2021
2021-07-28,0.0028166444491912,78.17643017832648,78.17924682277568,3400.19,3.4,3931.74,3.93,265824.29,9.58,265814.72,2.6582,0.026582,2021-07,2021
2021-07-29,0.0059817661965256,91.47965963648834,91.48564140268486,3660.61,3.66,3834.67,3.83,334893.25,21.9,334871.36,3.3489,0.033489,2021-07,2021
2021-07-30,10.927636053907408,64.116251303155,75.0438873570624,3385.66,3.39,3536.86,3.54,254073.09,36997.26,217075.83,2.5407,0.025407,2021-07,2021
2021-07-31,6.2644175000630105,77.49663895747597,83.76105645753897,2864.07,2.86,2908.86,2.91,239897.53,17941.73,221955.8,2.399,0.02399,2021-07,2021
2021-08-01,0.3415297361044687,66.84209667352536,67.18362640962982,3065.97,3.07,2938.49,2.94,205982.98,1047.12,204935.86,2.0598,0.020598,2021-08,2021
2021-08-02,0.1510919281756632,33.948742352537735,34.099834280713395,3829.12,3.83,4047.41,4.05,130572.36,578.55,129993.81,1.3057,0.013057,2021-08,2021
2021-08-03,0.0308767536151366,18.95319351851852,18.984070272133653,4196.85,4.2,4306.4,4.31,79673.3,129.59,79543.71,0.7967,0.007967,2021-08,2021
2021-08-04,3.204351223506344,14.349632956104251,17.553984179610598,3173.29,3.17,3501.01,3.5,55703.88,10168.34,45535.55,0.557,0.00557,2021-08,2021
2021-08-05,18.91164428090433,6.61197722908093,25.52362150998526,2994.54,2.99,2968.39,2.97,76431.51,56631.68,19799.83,0.7643,0.007643,2021-08,2021
2021-08-06,2.4819651648112573,3.4872252400548707,5.969190404866128,3343.67,3.34,3402.65,3.4,19959.0,8298.87,11660.13,0.1996,0.001996,2021-08,2021
2021-08-07,20.75943427059866,2.287273525377229,23.04670779597589,2983.79,2.98,2814.46,2.81,68766.54,61941.79,6824.74,0.6877,0.006877,2021-08,2021
2021-08-08,32.29918053833515,2.3197935185185186,34.618974056853666,3245.29,3.25,3121.13,3.12,112348.61,104820.21,7528.4,1.1235,0.011235,2021-08,2021
2021-08-09,14.343855923844693,3.7508573388203024,18.094713262664992,3424.48,3.42,3857.57,3.86,61964.98,49120.25,12844.74,0.6196,0.006196,2021-08,2021
2021-08-10,26.783142027166026,5.734400000000001,32.51754202716603,3247.7,3.25,3069.1,3.07,105607.22,86983.61,18623.61,1.0561,0.010561,2021-08,2021
2021-08-11,11.731751731327268,11.577496844993137,23.309248576320407,3295.06,3.3,2930.57,2.93,76805.37,38656.83,38148.55,0.7681,0.007681,2021-08,2021
2021-08-12,1.947310339976569,7.940093518518519,9.887403858495087,2944.42,2.94,3465.45,3.47,29112.67,5733.7,23378.97,0.2911,0.002911,2021-08,2021
2021-08-13,12.106451936604085,7.290785185185185,19.397237121789267,4928.31,4.93,5757.73,5.76,95595.6,59664.35,35931.25,0.956,0.00956,2021-08,2021
2021-08-14,30.67037084754539,18.55834814814815,49.22871899569354,2881.43,2.88,2881.16,2.88,141849.11,88374.53,53474.58,1.4185,0.014185,2021-08,2021
2021-08-15,53.874825241644,10.830799451303148,64.70562469294714,3159.1,3.16,3312.55,3.31,204411.54,170195.96,34215.58,2.0441,0.020441,2021-08,2021
2021-08-16,33.066617379552774,1.3087253772290806,34.375342756781855,3316.13,3.32,3508.93,3.51,113993.11,109653.2,4339.9,1.1399,0.011399,2021-08,2021
2021-08-17,39.66605190594611,1.2865440672153634,40.95259597316148,3567.32,3.57,3646.58,3.65,146091.01,141501.5,4589.51,1.4609,0.014609,2021-08,2021
2021-08-18,34.53320246857306,5.102110116598076,39.635312585171135,4513.79,4.51,4247.51,4.25,178905.48,155875.62,23029.85,1.7891,0.017891,2021-08,2021
2021-08-19,45.82698157889207,9.269592043895743,55.096573622787815,4050.72,4.05,4472.79,4.47,223180.79,185632.27,37548.52,2.2318,0.022318,2021-08,2021
2021-08-20,42.41694966551366,5.557060185185184,47.97400985069885,3672.67,3.67,3798.27,3.8,176192.71,155783.46,20409.25,1.7619,0.017619,2021-08,2021
2021-08-21,3.0262467849340937,2.3197935185185186,5.346040303452613,3131.93,3.13,3594.57,3.59,16743.42,9477.99,7265.43,0.1674,0.001674,2021-08,2021
2021-08-22,1.3672041198494789,2.129225000000001,3.49642911984948,2359.26,2.36,2359.84,2.36,8248.99,3225.59,5023.4,0.0825,0.000825,2021-08,2021
2021-08-23,33.35700640293583,5.047051851851851,38.404058254787685,2870.91,2.87,3155.44,3.16,110254.59,95764.96,14489.63,1.1025,0.011025,2021-08,2021
2021-08-24,23.01510742621897,14.68247215363512,37.69757957985409,3407.62,3.41,3864.25,3.86,128459.03,78426.74,50032.29,1.2846,0.012846,2021-08,2021
2021-08-25,10.928092259512011,28.24221536351167,39.17030762302368,3765.48,3.77,4403.79,4.4,147495.01,41149.51,106345.5,1.475,0.01475,2021-08,2021
2021-08-26,3.0893737319821883,29.292440054869683,32.38181378685187,3701.13,3.7,3605.66,3.61,119849.3,11434.17,108415.13,1.1985,0.011985,2021-08,2021
2021-08-27,23.557059893985876,11.293592832647466,34.85065272663334,3916.27,3.92,4055.81,4.06,136484.57,92255.81,44228.76,1.3648,0.013648,2021-08,2021
2021-08-28,43.96481515972949,2.3197935185185186,46.284608678248006,3733.17,3.73,3375.67,3.38,172788.31,164128.13,8660.18,1.7279,0.017279,2021-08,2021
2021-08-29,26.73397895099339,0.8597750000000005,27.59375395099339,3184.55,3.18,3442.51,3.44,87873.69,85135.69,2738.0,0.8787,0.008787,2021-08,2021
2021-08-30,4.962184200842577,0.0,4.962184200842577,3259.47,3.26,3182.25,3.18,16174.09,16174.09,0.0,0.1617,0.001617,2021-08,2021
2021-08-31,1.4576895147893962,0.1323585733882029,1.5900480881775991,3679.87,3.68,3879.87,3.88,5851.17,5364.11,487.06,0.0585,0.000585,2021-08,2021
2021-09-01,0.0095748404754026,0.0177851851851851,0.0273600256605878,3702.67,3.7,3638.66,3.64,101.31,35.45,65.85,0.001,1e-05,2021-09,2021
2021-09-02,0.3154632771663404,0.0,0.3154632771663404,3940.54,3.94,4325.64,4.33,1243.1,1243.1,0.0,0.0124,0.000124,2021-09,2021
2021-09-03,10.335535368785784,0.0,10.335535368785784,3395.08,3.4,3560.6,3.56,35089.97,35089.97,0.0,0.3509,0.003509,2021-09,2021
2021-09-04,8.546725805576852,0.4045306241426615,8.951256429719514,3502.94,3.5,3715.46,3.72,31355.71,29938.67,1417.05,0.3136,0.003136,2021-09,2021
2021-09-05,9.386046586166248,0.6587105624142665,10.044757148580514,3783.98,3.78,3672.4,3.67,38009.16,35516.61,2492.55,0.3801,0.003801,2021-09,2021
2021-09-06,5.212940789119768,0.0,5.212940789119768,3357.57,3.36,3815.27,3.82,17502.81,17502.81,0.0,0.175,0.00175,2021-09,2021
2021-09-07,5.326800248053775,1.920438957476e-06,5.3268021684927325,4107.04,4.11,4162.85,4.16,21877.39,21877.38,0.01,0.2188,0.002188,2021-09,2021
2021-09-08,0.0880211788759196,0.0,0.0880211788759196,2886.33,2.89,3275.31,3.28,254.06,254.06,0.0,0.0025,2.5e-05,2021-09,2021
2021-09-09,0.0027951874027379,0.163590672153635,0.1663858595563729,3028.72,3.03,3226.1,3.23,503.94,8.47,495.47,0.005,5e-05,2021-09,2021
2021-09-10,1.014405946518589,1.7257681412894366,2.7401740878080254,3871.89,3.87,4004.88,4.0,10609.65,3927.67,6681.98,0.1061,0.001061,2021-09,2021
2021-09-11,0.2764897819348235,0.2547481481481478,0.5312379300829714,3204.47,3.2,3130.8,3.13,1702.34,886.0,816.33,0.017,0.00017,2021-09,2021
2021-09-12,1.6963973027363823,0.6587105624142665,2.3551078651506487,3412.3,3.41,3322.3,3.32,8036.33,5788.62,2247.72,0.0804,0.000804,2021-09,2021
2021-09-13,0.5126342591262741,0.2547481481481478,0.767382407274422,3626.74,3.63,3886.76,3.89,2783.1,1859.19,923.91,0.0278,0.000278,2021-09,2021
2021-09-14,2.112842166963524,0.0,2.112842166963524,8973.52,8.97,8312.02,8.31,18959.63,18959.63,0.0,0.1896,0.001896,2021-09,2021
2021-09-15,8.427375682403957,0.0,8.427375682403957,3072.67,3.07,3094.82,3.09,25894.54,25894.54,0.0,0.2589,0.002589,2021-09,2021
2021-09-16,59.130404517777215,1.5363511659808e-05,59.13041988128887,3758.97,3.76,3640.35,3.64,222269.47,222269.42,0.06,2.2227,0.022227,2021-09,2021
2021-09-17,47.31625915301172,0.0493022290809327,47.36556138209265,4277.08,4.28,3898.8,3.9,202586.3,202375.43,210.87,2.0259,0.020259,2021-09,2021
2021-09-18,2.576704415181786,0.1012731481481481,2.677977563329934,3048.3,3.05,2802.69,2.8,8163.28,7854.57,308.71,0.0816,0.000816,2021-09,2021
2021-09-19,6.962873534089841,0.0282422153635116,6.9911157494533525,3518.16,3.52,3108.39,3.11,24595.86,24496.5,99.36,0.246,0.00246,2021-09,2021
2021-09-20,31.01325773042475,1.8353090192043888,32.84856674962914,4142.44,4.14,4049.88,4.05,136073.22,128470.56,7602.66,1.3607,0.013607,2021-09,2021
2021-09-21,24.109739057231437,5.498769821673524,29.60850887890496,3901.01,3.9,4430.19,4.43,115503.09,94052.33,21450.76,1.155,0.01155,2021-09,2021
2021-09-22,15.152426471737126,1.1586990054869692,16.311125477224095,3522.87,3.52,3942.68,3.94,57461.97,53380.03,4081.95,0.5746,0.005746,2021-09,2021
2021-09-23,1.605245654258862,0.1930898148148148,1.7983354690736768,3843.62,3.84,4597.58,4.6,6912.12,6169.95,742.16,0.0691,0.000691,2021-09,2021
2021-09-24,3.124017956255541,0.0,3.124017956255541,3666.24,3.67,3873.91,3.87,11453.4,11453.4,0.0,0.1145,0.001145,2021-09,2021
2021-09-25,11.86235137968079,0.0,11.86235137968079,3380.61,3.38,2921.39,2.92,40101.98,40101.98,0.0,0.401,0.00401,2021-09,2021
2021-09-26,25.5140505822528,0.0,25.5140505822528,2935.01,2.94,3282.75,3.28,74883.99,74883.99,0.0,0.7488,0.007488,2021-09,2021
2021-09-27,3.987945595741566,0.0022231481481481,3.9901687438897135,3301.7,3.3,3449.7,3.45,13174.34,13167.0,7.34,0.1317,0.001317,2021-09,2021
2021-09-28,14.433965222965488,0.0,14.433965222965488,3991.59,3.99,4113.36,4.11,57614.47,57614.47,0.0,0.5761,0.005761,2021-09,2021
2021-09-29,0.9635164060855054,0.1229080932784635,1.086424499363969,5013.48,5.01,5396.82,5.4,5446.77,4830.57,616.2,0.0545,0.000545,2021-09,2021
2021-09-30,0.0022003576894936,8.164800000000003,8.167000357689497,3645.87,3.65,3506.88,3.51,29775.82,8.02,29767.8,0.2978,0.002978,2021-09,2021
2021-10-01,29.76047183550396,0.2940775377229083,30.05454937322687,4280.59,4.28,4564.47,4.56,128651.2,127392.38,1258.83,1.2865,0.012865,2021-10,2021
2021-10-02,67.52079351540779,0.0001229080932784,67.52091642350106,3551.97,3.55,3092.82,3.09,239832.27,239831.83,0.44,2.3983,0.023983,2021-10,2021
2021-10-03,85.23786582450917,0.1580768518518519,85.39594267636102,3048.87,3.05,2773.86,2.77,260361.13,259879.17,481.96,2.6036,0.026036,2021-10,2021
2021-10-04,102.87381436313416,1.3087253772290806,104.18253974036324,2822.23,2.82,2780.56,2.78,294027.09,290333.57,3693.52,2.9403,0.029403,2021-10,2021
2021-10-05,96.2858355427333,0.0629289437585734,96.34876448649187,4259.19,4.26,4357.63,4.36,410367.69,410099.67,268.03,4.1037,0.041037,2021-10,2021
2021-10-06,56.2590892596736,0.0,56.2590892596736,4387.19,4.39,4833.91,4.83,246819.31,246819.31,0.0,2.4682,0.024682,2021-10,2021
2021-10-07,27.777314833862263,0.0,27.777314833862263,4851.38,4.85,4922.66,4.92,134758.31,134758.31,0.0,1.3476,0.013476,2021-10,2021
2021-10-08,16.962376741799513,0.0,16.962376741799513,4677.11,4.68,4914.04,4.91,79334.9,79334.9,0.0,0.7933,0.007933,2021-10,2021
2021-10-09,36.74295776066548,0.1053783264746226,36.8483360871401,4447.35,4.45,4741.7,4.74,163877.45,163408.79,468.65,1.6388,0.016388,2021-10,2021
2021-10-10,94.96326750577065,0.042157475994513,95.00542498176516,3023.12,3.02,2534.76,2.53,287212.8,287085.35,127.45,2.8721,0.028721,2021-10,2021
2021-10-11,106.33607612068352,0.0111999999999999,106.34727612068352,3665.2,3.67,3722.6,3.72,389784.04,389742.99,41.05,3.8978,0.038978,2021-10,2021
2021-10-12,99.75237013597815,0.0,99.75237013597815,3907.37,3.91,4245.55,4.25,389769.42,389769.42,0.0,3.8977,0.038977,2021-10,2021
2021-10-13,108.32450482122566,0.0,108.32450482122566,4320.24,4.32,5153.21,5.15,467987.86,467987.86,0.0,4.6799,0.046799,2021-10,2021
2021-10-14,106.89268795201696,0.0,106.89268795201696,3948.52,3.95,3673.87,3.67,422067.92,422067.92,0.0,4.2207,0.042207,2021-10,2021
2021-10-15,98.2938575718806,0.0,98.2938575718806,3552.2,3.55,3441.22,3.44,349159.44,349159.44,0.0,3.4916,0.034916,2021-10,2021
2021-10-16,108.23980660573486,0.0,108.23980660573486,4106.47,4.11,4409.83,4.41,444483.52,444483.52,0.0,4.4448,0.044448,2021-10,2021
2021-10-17,101.75028829310942,0.033753635116598,101.78404192822602,3731.22,3.73,3574.6,3.57,379778.65,379652.71,125.94,3.7978,0.037978,2021-10,2021
2021-10-18,108.78253023710108,0.4359031550068585,109.21843339210794,4120.82,4.12,4161.19,4.16,450069.5,448273.23,1796.28,4.5007,0.045007,2021-10,2021
2021-10-19,100.64774964585972,0.0190860425240055,100.66683568838374,4207.57,4.21,3972.91,3.97,423562.76,423482.45,80.31,4.2356,0.042356,2021-10,2021
2021-10-20,84.39405617206889,0.0823388203017833,84.47639499237067,4347.14,4.35,4559.44,4.56,367230.72,366872.78,357.94,3.6723,0.036723,2021-10,2021
2021-10-21,90.73726611793414,0.2190915980795612,90.9563577160137,4841.02,4.84,4346.55,4.35,440321.55,439260.92,1060.63,4.4032,0.044032,2021-10,2021
2021-10-22,82.4338702508997,1.4471871056241432,83.88105735652384,3388.86,3.39,3556.04,3.56,284261.16,279356.85,4904.31,2.8426,0.028426,2021-10,2021
2021-10-23,64.36600545821021,2.2231481481481463,66.58915360635835,2978.88,2.98,2918.68,2.92,198361.1,191738.61,6622.49,1.9836,0.019836,2021-10,2021
2021-10-24,78.9687193485229,0.0102923525377229,78.97901170106061,3379.69,3.38,3025.34,3.03,266924.58,266889.79,34.78,2.6692,0.026692,2021-10,2021
2021-10-25,78.24246069242581,0.0,78.24246069242581,4296.64,4.3,4578.96,4.58,336179.69,336179.69,0.0,3.3618,0.033618,2021-10,2021
2021-10-26,98.83398246604476,0.0,98.83398246604476,3656.4,3.66,3586.49,3.59,361376.57,361376.57,0.0,3.6138,0.036138,2021-10,2021
2021-10-27,98.25459983647376,0.0,98.25459983647376,4748.99,4.75,4656.04,4.66,466610.11,466610.11,0.0,4.6661,0.046661,2021-10,2021
2021-10-28,98.55417470757978,0.0,98.55417470757978,4222.08,4.22,3997.27,4.0,416103.61,416103.61,0.0,4.161,0.04161,2021-10,2021
2021-10-29,82.34980802053177,0.0,82.34980802053177,2958.52,2.96,2588.86,2.59,243633.55,243633.55,0.0,2.4363,0.024363,2021-10,2021
2021-10-30,97.09627503985055,0.0,97.09627503985055,3551.19,3.55,3822.38,3.82,344807.32,344807.32,0.0,3.4481,0.034481,2021-10,2021
2021-10-31,97.00288525668256,0.0,97.00288525668256,3884.99,3.88,4054.98,4.05,376855.24,376855.24,0.0,3.7686,0.037686,2021-10,2021
2021-11-01,100.18673919658116,0.0,100.18673919658116,3790.84,3.79,3519.18,3.52,379791.9,379791.9,0.0,3.7979,0.037979,2021-11,2021
2021-11-02,93.748180329076,0.0,93.748180329076,3207.16,3.21,3258.69,3.26,300665.41,300665.41,0.0,3.0067,0.030067,2021-11,2021
2021-11-03,94.49678631599576,0.0,94.49678631599576,4776.63,4.78,4587.84,4.59,451376.18,451376.18,0.0,4.5138,0.045138,2021-11,2021
2021-11-04,87.16189793413182,0.0,87.16189793413182,3994.33,3.99,4108.55,4.11,348153.38,348153.38,0.0,3.4815,0.034815,2021-11,2021
2021-11-05,19.7427532576859,0.0,19.7427532576859,3475.47,3.48,3130.52,3.13,68615.35,68615.35,0.0,0.6862,0.006862,2021-11,2021
2021-11-06,21.37476446142301,0.0,21.37476446142301,3827.41,3.83,4025.63,4.03,81809.99,81809.99,0.0,0.8181,0.008181,2021-11,2021
2021-11-07,56.284090235125625,0.0,56.284090235125625,3281.54,3.28,4005.47,4.01,184698.49,184698.49,0.0,1.847,0.01847,2021-11,2021
2021-11-08,41.22858383697564,0.0,41.22858383697564,4151.58,4.15,4483.74,4.48,171163.76,171163.76,0.0,1.7116,0.017116,2021-11,2021
2021-11-09,71.4665153537805,0.0,71.4665153537805,4587.22,4.59,4565.05,4.57,327832.63,327832.63,0.0,3.2783,0.032783,2021-11,2021
2021-11-10,71.85060196944804,0.0,71.85060196944804,3691.73,3.69,3677.03,3.68,265253.02,265253.02,0.0,2.6525,0.026525,2021-11,2021
2021-11-11,89.13522203085265,0.0,89.13522203085265,4060.38,4.06,3913.66,3.91,361922.87,361922.87,0.0,3.6192,0.036192,2021-11,2021
2021-11-12,82.64502203105666,0.0,82.64502203105666,3525.88,3.53,3574.93,3.57,291396.43,291396.43,0.0,2.914,0.02914,2021-11,2021
2021-11-13,78.2657236712636,0.0,78.2657236712636,4128.42,4.13,4598.79,4.6,323113.78,323113.78,0.0,3.2311,0.032311,2021-11,2021
2021-11-14,74.09682119072914,0.0,74.09682119072914,3179.94,3.18,3440.05,3.44,235623.45,235623.45,0.0,2.3562,0.023562,2021-11,2021
2021-11-15,64.82736010849584,0.0,64.82736010849584,3940.98,3.94,3992.78,3.99,255483.33,255483.33,0.0,2.5548,0.025548,2021-11,2021
2021-11-16,74.32906509480212,0.0071514746227709,74.33621656942489,3411.53,3.41,3234.87,3.23,253600.23,253575.84,24.4,2.536,0.02536,2021-11,2021
2021-11-17,27.27792526790908,0.0014,27.27932526790908,3865.33,3.87,3695.91,3.7,105443.59,105438.18,5.41,1.0544,0.010544,2021-11,2021
2021-11-18,3.050232415230911,0.0,3.050232415230911,4659.6,4.66,4382.06,4.38,14212.86,14212.86,0.0,0.1421,0.001421,2021-11,2021
2021-11-19,1.5957436922865205,0.0,1.5957436922865205,4086.78,4.09,4300.32,4.3,6521.45,6521.45,0.0,0.0652,0.000652,2021-11,2021
2021-11-20,8.901704347147094,0.0,8.901704347147094,3681.47,3.68,3130.06,3.13,32771.36,32771.36,0.0,0.3277,0.003277,2021-11,2021
2021-11-21,56.651225750697286,0.004725,56.655950750697286,4031.69,4.03,4184.58,4.18,228419.23,228400.18,19.05,2.2842,0.022842,2021-11,2021
2021-11-22,76.72406184467556,0.0493022290809327,76.7733640737565,4413.94,4.41,4230.98,4.23,338873.02,338655.41,217.62,3.3887,0.033887,2021-11,2021
2021-11-23,78.66984188596656,0.0,78.66984188596656,3952.87,3.95,4635.98,4.64,310971.66,310971.66,0.0,3.1097,0.031097,2021-11,2021
2021-11-24,82.80854887778636,0.0,82.80854887778636,4481.31,4.48,4774.4,4.77,371090.78,371090.78,0.0,3.7109,0.037109,2021-11,2021
2021-11-25,70.0301278918186,0.0,70.0301278918186,4542.82,4.54,4802.96,4.8,318134.27,318134.27,0.0,3.1813,0.031813,2021-11,2021
2021-11-26,80.39486741669515,0.0,80.39486741669515,3126.72,3.13,3641.21,3.64,251372.24,251372.24,0.0,2.5137,0.025137,2021-11,2021
2021-11-27,62.30499226875304,0.0,62.30499226875304,4445.17,4.45,4582.81,4.58,276956.28,276956.28,0.0,2.7696,0.027696,2021-11,2021
2021-11-28,78.0455807703348,0.0,78.0455807703348,3663.11,3.66,3391.26,3.39,285889.55,285889.55,0.0,2.8589,0.028589,2021-11,2021
2021-11-29,25.70942629246992,0.0,25.70942629246992,3923.26,3.92,4044.55,4.04,100864.76,100864.76,0.0,1.0086,0.010086,2021-11,2021
2021-11-30,22.804225045818267,0.0004148148148148,22.80463986063308,4067.07,4.07,4139.93,4.14,92748.07,92746.38,1.69,0.9275,0.009275,2021-11,2021
2021-12-01,0.7099417681168197,0.0,0.7099417681168197,3721.26,3.72,3300.99,3.3,2641.88,2641.88,0.0,0.0264,0.000264,2021-12,2021
2021-12-02,50.60656529515544,0.0,50.60656529515544,4010.32,4.01,4143.12,4.14,202948.52,202948.52,0.0,2.0295,0.020295,2021-12,2021
2021-12-03,84.58991284999513,0.0,84.58991284999513,3642.31,3.64,4126.69,4.13,308102.69,308102.69,0.0,3.081,0.03081,2021-12,2021
2021-12-04,76.78417509887323,0.0,76.78417509887323,4290.24,4.29,4493.5,4.49,329422.54,329422.54,0.0,3.2942,0.032942,2021-12,2021
2021-12-05,71.1011665075511,2.40054869684484e-07,71.10116674760597,3631.81,3.63,3558.28,3.56,258225.93,258225.93,0.0,2.5823,0.025823,2021-12,2021
2021-12-06,62.44166226590822,0.0318435185185184,62.47350578442674,4265.02,4.27,4004.2,4.0,266450.75,266314.94,135.81,2.6645,0.026645,2021-12,2021
2021-12-07,50.61405862269359,0.004725,50.61878362269359,3878.02,3.88,3633.83,3.63,196300.66,196282.33,18.32,1.963,0.01963,2021-12,2021
2021-12-08,70.00415248728879,0.0,70.00415248728879,3156.92,3.16,3221.92,3.22,220997.51,220997.51,0.0,2.21,0.0221,2021-12,2021
2021-12-09,74.34946214531774,0.0204488340192043,74.36991097933695,4708.16,4.71,4424.62,4.42,350145.44,350049.16,96.28,3.5015,0.035015,2021-12,2021
2021-12-10,53.16972591358483,0.1095929698216734,53.2793188834065,3851.44,3.85,4406.82,4.41,205202.1,204780.01,422.09,2.052,0.02052,2021-12,2021
2021-12-11,50.15046538707271,0.0,50.15046538707271,4687.18,4.69,5485.38,5.49,235064.26,235064.26,0.0,2.3506,0.023506,2021-12,2021
2021-12-12,32.585939455854614,0.0,32.585939455854614,3679.53,3.68,4040.51,4.04,119900.94,119900.94,0.0,1.199,0.01199,2021-12,2021
2021-12-13,38.130375383566125,0.0,38.130375383566125,3774.25,3.77,4161.82,4.16,143913.57,143913.57,0.0,1.4391,0.014391,2021-12,2021
2021-12-14,47.93362963275182,0.457694375857339,48.39132400860915,4123.91,4.12,4387.83,4.39,199561.46,197673.97,1887.49,1.9956,0.019956,2021-12,2021
2021-12-15,49.57183068098775,0.0572117969821673,49.62904247796991,3225.73,3.23,3307.42,3.31,160089.89,159905.34,184.55,1.6009,0.016009,2021-12,2021
2021-12-16,47.0520498181555,0.1692312414266118,47.22128105958211,4111.02,4.11,4100.52,4.1,194127.63,193431.92,695.71,1.9413,0.019413,2021-12,2021
2021-12-17,42.87611195347852,0.9113481481481474,43.78746010162667,3757.82,3.76,4088.29,4.09,164545.39,161120.71,3424.68,1.6455,0.016455,2021-12,2021
2021-12-18,44.76557281922091,0.2623144375857341,45.02788725680664,3788.25,3.79,3834.93,3.83,170576.89,169583.18,993.71,1.7058,0.017058,2021-12,2021
2021-12-19,30.025734898082224,2.40054869684484e-07,30.02573513813709,3675.07,3.68,3458.65,3.46,110346.68,110346.68,0.0,1.1035,0.011035,2021-12,2021
2021-12-20,28.091399916494687,0.0,28.091399916494687,3569.54,3.57,3553.45,3.55,100273.38,100273.38,0.0,1.0027,0.010027,2021-12,2021
2021-12-21,47.0246438717312,0.0,47.0246438717312,3043.08,3.04,3034.95,3.03,143099.75,143099.75,0.0,1.431,0.01431,2021-12,2021
